site_name	pearson-r_central_coverage	pearson-pval_central_coverage	pearson-adjusted-p-val_central_coverage	lin-reg-RMSE_central_coverage	pearson-r_mean_coverage	pearson-pval_mean_coverage	pearson-adjusted-p-val_mean_coverage	lin-reg-RMSE_mean_coverage	pearson-r_amplitude	pearson-pval_amplitude	pearson-adjusted-p-val_amplitude	lin-reg-RMSE_amplitude
HOMEZ.hg38.10000	-0.29415383402366685	3.622060874030249e-05	0.00023543395681196617	0.06455779727446069	-0.2959849820406275	3.220629846693642e-05	0.00025295363587572977	0.013766364148243478	-0.24423999570681043	0.0006615870125798334	0.004618857476714762	0.7394450757300685
HOXA2.hg38.10000	0.045410393856356424	0.5327678820627907	0.5942410992238819	0.06861920645925229	-0.12221532769363165	0.0921272301221698	0.14532203245212558	0.014122417876385261	0.025042064283841935	0.7309438078370056	0.8557944582439475	0.4498935758486525
HOXA6.hg38.10000	-0.11557066374057548	0.11136828255422156	0.1686178414575965	0.06613923204261601	-0.19436363101781484	0.007054318876270326	0.02111282782985981	0.03502834345124121	0.012044908137175469	0.86864708082498	0.912200416353809	0.4580978483439686
HOXA9.hg38.10000	0.1299236334868917	0.07323004991044105	0.12161995073231839	0.09977119145374369	0.15081798533906862	0.037288499942264755	0.07028882239116906	0.024535575925920178	-0.08277978857842756	0.2549181237076289	0.5166888851493339	0.48168339927024767
HOXB13.hg38.10000	0.01019214735093927	0.8887095482225447	0.9129347066546456	0.09361972732206394	-0.05288152617231093	0.46750266719458056	0.5340863804010815	0.019026161781845064	-0.039846338489137684	0.5841795784356951	0.7594334519664037	0.4706680612611289
HOXC5.hg38.10000	-0.2716979043350977	0.00014349613916809627	0.0007216228644919739	0.058552226023540474	-0.14239733221954126	0.049405283230611725	0.0891186209470843	0.011494579865861432	-0.09655574613443087	0.1839224610453195	0.4127307607981277	0.7122208334253886
HOXC9.hg38.10000	-0.00725684349641076	0.9206344715746654	0.9386850951458675	0.05037340552434014	0.010125836308973452	0.8894289828246744	0.9038132790428631	0.010314551239349353	0.016440280590885665	0.8214091002181937	0.8882096923800203	0.48961133319087224
HSF1.hg38.10000	-0.10883139519664439	0.13396144541835792	0.19248268886411318	0.04957382795919165	-0.22068044164732004	0.0021567302054798527	0.009345830890412694	0.019980885729440845	-0.043297902273150536	0.5520173331001479	0.7513015688763746	0.49042976480262757
IKZF1.hg38.10000	0.05359333523048063	0.46152257634608607	0.527254579643862	0.06533645009033386	-0.046638243688565326	0.5217364187569503	0.5912069036860358	0.02254265984024196	0.012366743683371246	0.8651702779318009	0.9110871362577904	0.47088789938032394
IKZF2.hg38.10000	0.2819754238411013	7.753645551303403e-05	0.00044289763224869436	0.046331485734943514	0.3520722131550743	5.894458337754178e-07	7.407369311111085e-06	0.009564897879943324	-0.11001443414085324	0.12975930934095925	0.3239686067651764	0.5226016199803429
IKZF5.hg38.10000	-0.3152468590242305	8.912982219875748e-06	7.998830893799004e-05	0.0795417140784908	-0.25730833233878836	0.00032636010076765224	0.0021213406549897393	0.0217857216966461	-0.32304790231170666	5.161451171527369e-06	6.0376202917720474e-05	0.7422124740342315
IRF1.hg38.10000	0.4344239600160822	3.4069425421239245e-10	1.070347781983933e-08	0.049764024548948065	0.3375760649715592	1.7907539054689107e-06	1.9856300657699394e-05	0.016315409362695512	-0.5203054069423539	1.215041921852098e-14	5.725885056728012e-13	0.7312973557737683
IRF2.hg38.10000	-0.17775023029241524	0.013891622526522386	0.033788010919347994	0.05547309273689237	-0.0815038273227842	0.26234016550988254	0.33188671945377757	0.02610661418786682	-0.5072975948397077	6.927833564363393e-14	2.6117932537649994e-12	0.8472296845946017
IRF3.hg38.10000	-0.11899806679340089	0.10108386044318844	0.1574736173019919	0.05483243342164781	-0.10545294153648571	0.14653687171115465	0.20846943635888796	0.01986723855184841	-0.05447245121552785	0.4541957629896882	0.671497265282794	0.5208058297677078
IRF4.hg38.10000	0.3191350671798425	6.80142067149099e-06	6.574706649107958e-05	0.0515338354654071	0.3078178659750079	1.4786121343309816e-05	0.00012963645921925117	0.009525664992596007	-0.5393457871807388	8.281348697175983e-16	6.244136917670691e-14	0.7526100035051408
ISL1.hg38.10000	0.05692468339080292	0.4341058187896927	0.5035627497960435	0.05493013486507737	0.14948250798756932	0.03902349171194175	0.07319331530050766	0.01221188247239751	0.07470957360552857	0.30434258106225187	0.5467505736626267	0.494263017763569
JUN.hg38.10000	-0.11178395105420776	0.12366444536639727	0.1842746873641572	0.06816173710970523	-0.1487411717768964	0.04001562437825416	0.07431473098818629	0.023007875143051706	-0.11400161832418453	0.11634178700158276	0.30197944064890503	0.657666532551391
JUNB.hg38.10000	-0.06027613744473655	0.40749043060702694	0.48200759753105016	0.05650891532270897	-0.13554803334156487	0.0615321183855449	0.10264428597942667	0.013424280135839543	-0.018317285080152783	0.8014203964252435	0.8849253359059742	0.6668425169762995
JUND.hg38.10000	-0.13771478663144376	0.05745612747621419	0.10121943952585398	0.062267365461522464	-0.21124427305143717	0.0033519966088334796	0.012894925729900223	0.015506490450048212	-0.06186725440736563	0.39520018625533115	0.6313155517722875	0.7922985356135162
KDM2B.hg38.10000	-0.15815152086164802	0.02888001081348599	0.06015339268886309	0.1609443808852889	-0.18126969129535367	0.012087559726288137	0.03017703826107573	0.06894408651663136	-0.11939011406928182	0.09995694313333386	0.2770865261857858	0.5739591286081616
KLF1.hg38.10000	-0.20035090851559836	0.005453289190347796	0.016579758264202573	0.10236507886034216	-0.205042563971385	0.004435026276861329	0.015339494553914871	0.03468297375366376	0.0166061973193449	0.8196373651354871	0.8882096923800203	0.4639751964491711
KLF10.hg38.10000	-0.24892212078115072	0.0005158093866968885	0.0021136971607035536	0.06568300644451791	-0.14387057625223354	0.047075405257964664	0.08573636609783902	0.042067132148539695	-0.07209654182390572	0.32161532503897194	0.551131716089511	0.5513264414373911
KLF11.hg38.10000	-0.2662831926049653	0.00019655595475794407	0.0009380572910410845	0.0764712782575916	-0.16887186586090985	0.019526026039691304	0.04381733224383108	0.04055241251900323	0.11455953027075466	0.11455387193926304	0.2999084008409873	0.49311548672271205
KLF15.hg38.10000	-0.27329725730546395	0.00013059533509442788	0.0006744444017890316	0.10041891635248688	-0.2269358428742319	0.001593900188147312	0.007239763505199237	0.04554713393158796	-0.11749929619518547	0.10548480709469076	0.2858387407851929	0.5532049937324057
KLF16.hg38.10000	-0.18387120014236893	0.010889765861751718	0.02891156147803097	0.05780529476124622	-0.11750308037403237	0.10547350844232255	0.16033674468853065	0.021585159377375606	-0.49463570716229033	3.5181237846492817e-13	1.2057569698297993e-11	0.9607817621494035
KLF4.hg38.10000	-0.2452701051565757	0.0006265862475730188	0.0024865580561581903	0.09538480583378198	-0.20239359772407842	0.004986677726005915	0.0165895250548097	0.03025486974944886	-0.01266411122685116	0.8619601019796097	0.9110871362577904	0.4284586432855496
KLF5.hg38.10000	-0.24870739964047925	0.0005217850637773886	0.002115193215527694	0.07389885573996263	-0.20751119490341985	0.003970984094410326	0.013861675959191602	0.04156892806601801	-0.04257977360541975	0.5586373708606337	0.7521653171944961	0.4485449470784551
KLF6.hg38.10000	-0.12222230221623535	0.0921085242681276	0.14651862299191604	0.07056893222106937	-0.1155713420416137	0.11136616908094425	0.16861464154022485	0.034896676582824374	-0.15024852552160645	0.03802018287755025	0.13598841885183222	0.6579648725840511
KLF9.hg38.10000	-0.25713968034212487	0.00032942829780689605	0.0014611113914494095	0.08558764764174735	-0.185106195357165	0.010358715241139495	0.027119691985483262	0.050047521785983484	-0.041249318122576234	0.5710022911811596	0.752684838375165	0.6470654905730407
KMT2A.hg38.10000	-0.10068738377399154	0.16577209652136898	0.2289233713866524	0.1621841618310296	-0.13628677616434773	0.06011654459473602	0.10117829157239053	0.07331205959662201	-0.041724479176019125	0.566571450359964	0.752684838375165	0.48162729435505147
LEF1.hg38.10000	-0.07453024000082531	0.30550811218203017	0.3852058805773424	0.05230761620203599	-0.07005541535660115	0.33554079235248335	0.40544512409258404	0.029499617215993132	0.0743874329330701	0.30643834657902913	0.5467505736626267	0.4934765224360304
LYL1.hg38.10000	0.4128136990499957	2.9463328019868462e-09	8.544365125761854e-08	0.06160713397600055	0.4478074076426672	8.281973026550271e-11	2.6019198591745435e-09	0.014399475695330004	-0.479935137216163	2.138090633359017e-12	6.717168073136245e-11	0.6396010645372784
MAF.hg38.10000	0.34814817583078844	8.007167421894839e-07	1.2074808472217416e-05	0.05443673228303995	0.19333293644127753	0.007368705077580832	0.021534897784868015	0.01641618528974278	0.03382826386974669	0.6422322561700382	0.7938411822167357	0.48670158847332345
MAFF.hg38.10000	0.23745197443966706	0.0009411787436313958	0.0035840847105963257	0.05670939858474472	0.09555028116783858	0.18855249017166248	0.2584883228898791	0.01061958554155823	-0.3021763730005933	2.152151026473256e-05	0.00020284023424510435	0.739679052586187
MAFG.hg38.10000	0.37497942503810294	9.061324198156001e-08	1.7979574856341118e-06	0.04760797116409715	0.19856135856527357	0.005893807704499472	0.018516379204969173	0.008529885520979998	-0.3714768548029886	1.2180625533629836e-07	1.996563402686282e-06	0.7418922555358021
MAFK.hg38.10000	0.3149088498734104	9.123334971707086e-06	7.998830893799004e-05	0.04611152865821359	0.10547554031374773	0.14644987630720752	0.20846943635888796	0.008830041699387371	-0.3622261347837859	2.6167806242106295e-07	3.7943319051054127e-06	0.7644896526910416
MAX.hg38.10000	-0.20384253894362114	0.004677749743523629	0.014455013551708262	0.08239735692227618	-0.1617339105619116	0.0253995224166529	0.052325792082394226	0.05215530032894215	-0.13247388528608042	0.06771969984647376	0.2124402050168841	0.612370510676954
MAZ.hg38.10000	-0.21613811194266336	0.002672811841603208	0.00899687557396794	0.11087679528592433	-0.19998814324098443	0.005540128432912203	0.017700240840744917	0.04828073572060059	0.1577629803442241	0.029280903507733286	0.11150404669106515	0.4854815980115989
MBD2.hg38.10000	-0.30246662314685435	2.1113847106869676e-05	0.00014472582471436124	0.07260697939079494	-0.25012241796316304	0.00048355467129056044	0.0028484392355709576	0.03839385731955505	0.012414140033695262	0.8646584701573719	0.9110871362577904	0.5042773223697975
MECOM.hg38.10000	0.47079650364693365	6.290944316143516e-12	2.964607508982632e-10	0.061875247026691	0.3510634549169316	6.379921584172459e-07	7.62951258145072e-06	0.01778295802934882	-0.3227147900220948	5.284919618792508e-06	6.0376202917720474e-05	0.6124224001822202
MECP2.hg38.10000	-0.16818737005007742	0.02003297358576165	0.045496572541157486	0.09257328005211604	-0.18446022571629098	0.010633561183303341	0.027647259076588684	0.02822861114664092	-0.07649062954004937	0.2929262275803245	0.541339155871482	0.5642033280524615
MEF2A.hg38.10000	0.23310803233986996	0.0011732867398918478	0.004336559813129672	0.05780296617742817	0.22099338456806916	0.0021247554221174745	0.009314334815561487	0.010241831328932029	0.05534940938687353	0.4469522034424177	0.6686546853086963	0.49654681690496894
MEF2B.hg38.10000	0.3030881890807417	2.0265242645184635e-05	0.00014148141624508532	0.05002662672550293	0.3060316335289952	1.6666077945431477e-05	0.00013962469745394817	0.010746563924335146	-0.07260040904954976	0.318236174686579	0.551131716089511	0.5244219845676358
MEF2C.hg38.10000	0.274124059644924	0.00012435934240837476	0.0006603305927881307	0.03870119507358196	0.11371332419515112	0.11727415452521328	0.17475239626879607	0.008147936545630525	-0.006904100683741884	0.9244805530240572	0.9522654876777856	0.44667190776418014
MEIS1.hg38.10000	0.31765261394140437	7.543324700075205e-06	7.109583529820881e-05	0.043683068968381644	0.30997212167040455	1.2785420506543481e-05	0.000114764369784926	0.008905146575784206	-0.16755514787232278	0.020511290689558766	0.08314792032218983	0.587213756658713
MEIS2.hg38.10000	0.049825215496547705	0.4936573874875504	0.5605687803698991	0.046933783315095456	0.0436594223350455	0.5486992014052536	0.6120106477212445	0.01007401104606832	-0.06815569393280271	0.3488423000061338	0.5852029383230257	0.4720360704707217
MITF.hg38.10000	-0.08559049116686583	0.23908337065364804	0.3108083818497424	0.08976837142144246	-0.10675638099316713	0.1415830029774412	0.20450878207852619	0.022242651050662424	0.10148031649688208	0.1624471463986399	0.385512199825762	0.5053157181523478
MIXL1.hg38.10000	-0.3158654666630895	8.539857539861684e-06	7.852503152506963e-05	0.043615178965156126	-0.2356177411851036	0.001033490631978492	0.005265215787241777	0.013758333702348344	-0.34521096698708625	1.0043501520425495e-06	1.4023703974816338e-05	0.8472233025416387
MLX.hg38.10000	-0.16444723188472743	0.023008943367623918	0.04956783799768124	0.052719956740040604	-0.2186812789455732	0.0023715332822066572	0.010159864174908065	0.01728932936330737	-0.16271333841834434	0.02451308639959141	0.09727824813311538	0.6530246264126467
MNT.hg38.10000	-0.060229687944645414	0.4078525825262732	0.48200759753105016	0.07154502645004597	-0.11949010458164401	0.09967112274660757	0.1538125557653732	0.03276890942774064	0.06663827469297273	0.3597023405749652	0.5921737222566021	0.4404684636029124
MSC.hg38.10000	-0.029418316094884593	0.6862216629954128	0.7349589970149734	0.05043772596625371	-0.03309281764825354	0.6494875851568596	0.7036115505865979	0.015941687440119746	-0.5238209622096998	7.493424251888271e-15	4.035744204231255e-13	0.759207174516533
MXI1.hg38.10000	-0.08661698764072841	0.2334756947814515	0.30456863990521527	0.08511141920665392	-0.1349665084045349	0.06266559076632347	0.10407457144891608	0.05160995619596361	-0.045655722796838244	0.5305544311798976	0.7302118670626413	0.520597144124927
MYB.hg38.10000	0.1342784397622058	0.06402879566138103	0.10972207256518476	0.05997795132613794	0.12503814310544237	0.08480023417151543	0.1354647808587344	0.0179197975352588	-0.1391560370702523	0.05487028048193939	0.17987909340601	0.5959720448943279
MYBL2.hg38.10000	-0.1771927368927399	0.014198043851320919	0.034093391923235586	0.04903002608940469	-0.19296732808575587	0.0074831844479819245	0.02170123489914758	0.017545504902893506	-0.16858167809313845	0.01973956957388363	0.08088932314515357	0.6408943772134923
MYC.hg38.10000	-0.12230621759966549	0.0918836981933631	0.14651862299191604	0.09461936419425628	-0.14040202402847496	0.05271306417660722	0.09370078156225214	0.05786772613818638	-0.181131114838679	0.012154494089430293	0.055881027703844156	0.5649463046175999
MYCN.hg38.10000	-0.1868755560821697	0.009637744410157195	0.02613978160164937	0.09192933963415639	-0.1524591971967148	0.035245950322905256	0.06710971349361254	0.050008607563507855	-0.2968600545215182	3.0439618849871377e-05	0.00027989600747320756	0.6852095634452565
MYF5.hg38.10000	-0.1454607590183481	0.0446642183408905	0.08134497736481024	0.12250598019228294	-0.09249829663950072	0.20312782331603557	0.2744773813266861	0.018153829598453526	0.0011900948705432027	0.9869635628374979	0.9943627225145181	0.4878095493781856
MYNN.hg38.10000	0.0040627502695196795	0.9555170829711822	0.9631816585030366	0.05409047595127569	-0.06983676566697194	0.33705502329562953	0.4059736223081544	0.015733023201645227	-0.31900505993946665	6.863605955068248e-06	7.393084128744942e-05	0.6643130207546437
MYOD1.hg38.10000	-0.2272421216637397	0.0015701462383218294	0.00563803961474937	0.11487091232665242	-0.13961465123864636	0.05406792528261733	0.09480747828626387	0.029865047894729758	0.021730715215277203	0.7654068308478643	0.8770771283575831	0.45620345750720714
MYOG.hg38.10000	-0.15045422542019382	0.037754499518442765	0.07188609251743901	0.09939933524454722	-0.034257920220254694	0.6380091719805915	0.6947630694547388	0.0114170437276232	-0.013361699080778115	0.8544383830732669	0.9110871362577904	0.48373887270754673
MYRF.hg38.10000	-0.20571080905244238	0.004304827779145366	0.013524333939481692	0.09130147585114795	-0.21782801001376687	0.0024689919178241372	0.010458538797974155	0.033682435334542606	-0.17039740307253765	0.018436032618124258	0.07898163973900961	0.717491365525111
NANOG.hg38.10000	-0.05873131224350251	0.4196366928918144	0.4897926725084026	0.048118599338471804	0.09081891959783923	0.2114869587801338	0.2817335104597542	0.008675465776248122	0.02883103431604795	0.6921643528989947	0.836365259752952	0.5155720979952133
NEUROD1.hg38.10000	-0.044728877770256116	0.5389410035940798	0.5993532694836817	0.046821723740147994	-0.005738074542657148	0.9372061366587144	0.9426182172797466	0.015842795181779806	0.0685942580449489	0.345742431805823	0.5845062636358531	0.4827010745529868
NEUROG2.hg38.10000	-0.15149327123661324	0.036436288912614356	0.07044349189772109	0.11080163578797508	-0.1339182412413725	0.06475205295509176	0.10660054132781482	0.01215730535081377	0.12415266165354936	0.08704649663868626	0.25439169947895135	0.4904426429924805
NFATC1.hg38.10000	-0.03159983530573175	0.6643174380817767	0.7135261371989453	0.10098452511883163	-0.13569513077689438	0.06124808922762052	0.10262457617250192	0.05209089073490529	0.14438419430938837	0.046285003751162936	0.15579862869811095	0.48143434192652257
NFATC3.hg38.10000	-0.12455072592725301	0.08603087371194623	0.13980016978191262	0.09349225570460348	-0.1119129633538245	0.12322890084190016	0.18147381100545454	0.02423079273305853	0.0370848570662047	0.6105182496134677	0.7745577142877067	0.517354310683056
NFE2.hg38.10000	0.3071767911137737	1.543648311507658e-05	0.00011876641090579327	0.05602648964436334	0.17334691800370078	0.016477660546943912	0.038584335566446304	0.014515293333945406	-0.3926625158722732	1.9275371592526114e-08	3.3030977683556114e-07	0.8057680207350838
NFE2L2.hg38.10000	0.16665037664084287	0.021212981968219673	0.046767802350987236	0.04427258377049998	-0.01897525445410018	0.7944432130230729	0.822816184916754	0.009162701159811396	-0.3344109093949889	2.265730444821952e-06	2.8472679256595863e-05	0.6948408272116295
NFIA.hg38.10000	-0.326616883364305	3.999532725176262e-06	4.711949491848284e-05	0.07329325102473974	-0.4485437436476861	7.648180887486711e-11	2.6019198591745435e-09	0.01571725875830975	0.18756279568771958	0.009369907134838906	0.04528788448505471	0.6247797977899149
NFIB.hg38.10000	-0.3367278429332821	1.9077784645995003e-06	2.3201047779161663e-05	0.07758112641104213	-0.5197119159452771	1.3176191195664916e-14	1.2418560201914184e-12	0.016194971254912358	0.1532845762435332	0.03425505801779056	0.12660938110497097	0.9619298796928213
NFIC.hg38.10000	-0.3098247662071398	1.2913667867481728e-05	0.00010290615615283542	0.0738572109014997	-0.4231007664856585	1.0753132452580882e-09	2.5337068341393703e-08	0.016517129616398576	0.19946287387199585	0.005668062481827562	0.03009661345984494	0.6085824867223227
NFIL3.hg38.10000	-0.04946096712678794	0.49682548204872823	0.5607880441088938	0.04255983862438901	-0.09425809776769453	0.19462729590737124	0.26488985760678324	0.009748776396639406	-0.15342845333102265	0.03408476930917139	0.12660938110497097	0.6771465745713802
NFKB1.hg38.10000	-0.1914368109492759	0.007979780980899772	0.022450577834322492	0.045852314523004534	-0.09772140804464165	0.17865993639226888	0.24672086454170464	0.012685863682434068	-0.07684422915730234	0.29069407866384206	0.5398604318042781	0.5227898790150599
NFKB2.hg38.10000	0.04410259365505579	0.5446450242306254	0.6034769671395444	0.05802487276721108	-0.03030224066226882	0.6773135218379949	0.7274848938259945	0.014647161243832788	-0.12565023082632687	0.08327487566584697	0.24720179626790795	0.49592559507464357
NFYA.hg38.10000	-0.1400713797873781	0.053278547501419464	0.09430052773725417	0.10753037841988825	-0.07935146499675304	0.27519286049930747	0.3458256946941297	0.05258223626675243	0.03805586853768479	0.601197290901796	0.7735541934128911	0.46115044862494864
NFYC.hg38.10000	-0.3144658552295464	9.406154504204121e-06	8.059364200193076e-05	0.06647490199314789	-0.17825704753784047	0.013618097105912668	0.033122726509219845	0.04233868041292982	-0.005515605387055146	0.9396359922589756	0.9626162203305266	0.5068765491275633
NKX2-1.hg38.10000	-0.14194579216259004	0.050138304226381665	0.08958360518173406	0.05579796558434771	-0.19046853269828182	0.008308871024042527	0.023203291674548394	0.010452340674556295	-0.020093359945190164	0.7826243042731782	0.8849253359059742	0.5392656212751525
NKX2-5.hg38.10000	-0.062397643359301425	0.39115323285799886	0.4708807482721787	0.06558381376177008	0.01599977940932675	0.8261173381549991	0.850946001323592	0.010908002114927613	0.016834174588516503	0.8172044097468225	0.8882096923800203	0.477670756899391
NKX3-1.hg38.10000	0.021373328665633753	0.7691554266500029	0.8168213967522566	0.07930373479686507	-0.12434494316484286	0.08655471649038574	0.13768408488133088	0.018384467424150636	0.05277405549583522	0.46840924341064794	0.6818157712965802	0.5298524932480312
NR1H2.hg38.10000	-0.30961074078909784	1.3102110067204509e-05	0.00010290615615283542	0.05096209486679235	-0.305235845065834	1.7574461906013643e-05	0.00014403417692537268	0.01765398416820957	-0.06125291226887316	0.39991896705233565	0.6334850864652544	0.522772560590785
NR1H3.hg38.10000	-0.35585892172213013	4.3686889538989957e-07	7.16085102443444e-06	0.051860739083907585	-0.43420021718295765	3.4866458724317756e-10	9.389039242191282e-09	0.011929941150560595	0.01312003125013248	0.8570427092285955	0.9110871362577904	0.6390433180010504
NR2C2.hg38.10000	-0.10548844620405495	0.14640021186501218	0.2051779920933442	0.07292355366902711	-0.11197840935177669	0.12300841043159498	0.18147381100545454	0.027426630605273873	-0.03198700623645352	0.6604588171892734	0.805802505114421	0.48728523882200053
NR2F1.hg38.10000	-0.12186936347193814	0.09305892093659603	0.14740845879452397	0.07575526377419542	-0.10862274228724055	0.1347132898455784	0.19684848942551575	0.019058682435118067	-0.013992195299246595	0.8476513312320457	0.9078538405525035	0.519796655410892
NR2F2.hg38.10000	-0.3460142652532806	9.442158042502083e-07	1.3184050303789945e-05	0.05372708273144798	-0.36029687555409645	3.0600011792778405e-07	4.2726683132879475e-06	0.01659166196688959	0.09011018917139323	0.21508771736034896	0.4687171644211073	0.4785685817546086
NR2F6.hg38.10000	-0.21247851629170822	0.0031673961090902176	0.010383550722843582	0.05496480355729402	-0.2020594626580601	0.005060465202395532	0.0165895250548097	0.01203951214471138	-0.12848640068137912	0.07649242509222928	0.2325616472562132	0.616531739198956
NR3C1.hg38.10000	-0.17630493398374955	0.014698233820718007	0.03507110221778917	0.04852180763205077	-0.21711303445590388	0.002553438896722405	0.010682735150563179	0.011701065820058741	0.04036392772894386	0.5793018671290074	0.755698283417425	0.5067976398217781
NR4A1.hg38.10000	0.3862732601283415	3.407793054599206e-08	8.564919877226004e-07	0.04607381754091136	0.39185946827626816	2.0720323108035105e-08	3.719791338918683e-07	0.010125329644268275	-0.47144209580974683	5.835250279625464e-12	1.6922225810913845e-10	0.7070416361624514
NR5A2.hg38.10000	-0.2965982644241142	3.0958329905928006e-05	0.00020841589954526533	0.07430926786676359	-0.4091236254912847	4.195074081141485e-09	8.786349603279666e-08	0.020773326925838435	0.011436257813478115	0.8752291962733301	0.9165594638751262	0.5089984242259171
NRF1.hg38.10000	-0.1674535353463078	0.02058908161327556	0.0461683787001394	0.08950791774518982	-0.18601432579425908	0.009982935762564859	0.02650399142596445	0.05545222093895676	-0.1431331072893608	0.048229959664600426	0.15949732275047687	0.4807239690932496
ONECUT2.hg38.10000	0.08021175345306694	0.2700054559404152	0.345495942738688	0.1147561635074655	0.05745328378341993	0.42984297864592824	0.5001567992268979	0.018078069006032014	0.05764728095911381	0.42828458062702635	0.6563548247820687	0.4482329204356577
OSR2.hg38.10000	-0.10684009501010122	0.14126925528838136	0.2002199595628563	0.06207764841559026	-0.23214443019075265	0.0012314183439957804	0.00587651538843556	0.012220375016382914	-0.05637238418462406	0.43858555368074237	0.6667207812001608	0.4980269753444049
OTX2.hg38.10000	-0.11631242448005397	0.10907577776015392	0.16648408184444546	0.047314555703747055	-0.04072743523221858	0.5758875847633115	0.6404413553267505	0.008741617576074388	-0.10032005128063967	0.1673295108603965	0.3931509206008984	0.4323079902070626
OVOL2.hg38.10000	-0.10918239232894134	0.13270395779554067	0.19248268886411318	0.044206339881568	-0.0935417973653107	0.19805551929334028	0.26858608191938593	0.017900291570653863	-0.019027779938523354	0.7938869212811427	0.8849253359059742	0.5113481217058004
PATZ1.hg38.10000	-0.21566137986123085	0.002733007164108742	0.009118085848398193	0.10446970617551894	-0.21201668880020744	0.003235365273854069	0.01257456400250499	0.04417543800807252	0.0005146079540268236	0.9943627225145181	0.9943627225145181	0.568537144515723
PAX3.hg38.10000	0.05481576075052577	0.45135228040230346	0.5172030690324267	0.05314936495952039	0.09019415292403243	0.21465885907603172	0.2839522451637332	0.0096586082898364	-0.0373498159080389	0.6079685417756096	0.7745577142877067	0.47256141601800394
PAX5.hg38.10000	0.017630780360670388	0.8087169508443085	0.8492654330593434	0.08070802678541493	-0.010698957386242406	0.8832140122665841	0.8999234665527087	0.018069891153360433	-0.23064936629056543	0.001326851544336484	0.008775842670436044	0.5680359047855883
PAX7.hg38.10000	0.13237580930304454	0.06792517133128571	0.11498900272553873	0.04881501155458859	0.21690422673849544	0.002578591243239388	0.010682735150563179	0.009310751221905101	-0.0856458653382905	0.23877848127575416	0.5029021644746331	0.45957855854849483
PBX1.hg38.10000	0.0678585634489715	0.35095240492273194	0.43238253809107824	0.06607213740074072	-0.055660686551855576	0.4443968587497008	0.5123474487725909	0.01582415497938408	-0.13050575675914095	0.07194123371648502	0.22050280578142153	0.524840958229112
PBX2.hg38.10000	-0.004399430966969467	0.9518350524119543	0.9620423988185168	0.041655833271821985	-0.05608071631919016	0.4409618856169294	0.5099467204833815	0.011785169808950951	0.032329801824377606	0.6570499043104988	0.8042461491073313	0.5226008249923889
PBX3.hg38.10000	-0.05787683859813344	0.4264447418438867	0.4962026780097077	0.04636417089939214	-0.0010127162972326245	0.9889064532003461	0.9889064532003461	0.01695586840829773	0.07840996676463322	0.2809468162147183	0.5349340894593374	0.5342330620734804
PBX4.hg38.10000	0.049611588915709416	0.4955141286206678	0.5607880441088938	0.05192213338816613	-0.014453238313647844	0.8426954338493164	0.8656571622920771	0.011598672402950467	0.055537094645640495	0.44541046129359485	0.6686546853086963	0.532688422409168
PDX1.hg38.10000	-0.0717531240200313	0.3239317011973054	0.4070741711712805	0.053952507819964746	-0.08825577497374773	0.2247160121413506	0.2951844480044919	0.00958196186115174	0.07773079946354446	0.2851474996675209	0.5375030368732768	0.5005424153204227
PGR.hg38.10000	-0.48115984519007055	1.845665418222249e-12	9.940226609568398e-11	0.05344032728437133	-0.5059031651357372	8.312859962983049e-14	6.267896412089218e-12	0.01820723517704751	-0.060032470681820806	0.40939234015977677	0.6351477869968553	0.43984865357324926
PHOX2B.hg38.10000	0.09670143323794497	0.18325858060384295	0.2458821179903758	0.10502806415449319	0.020590625328607958	0.7773837450746405	0.8118384262967852	0.014932168303971512	-0.07474454863908876	0.3041156119001088	0.5467505736626267	0.6151727105975403
PITX3.hg38.10000	-0.13613655865917224	0.060402199907654164	0.10493838417136231	0.05317678738237079	-0.1636225845180538	0.02371410271424898	0.04994534482274785	0.010420168537617064	-0.07487744600803323	0.303254196651492	0.5467505736626267	0.5364398397674306
PKNOX1.hg38.10000	-0.16618120751600884	0.021584943031189196	0.047311183271850736	0.04973365931261559	-0.14541784812520456	0.04472790026285854	0.08185639999561976	0.019045432782121226	0.05040752302258357	0.48861506549547074	0.6946664106691787	0.5215315312976636
PLAG1.hg38.10000	-0.15481006667814895	0.03248576424116604	0.06445859536273471	0.09799133528887077	-0.18341133454430109	0.011093558344149736	0.028645695176331854	0.029669526769166562	0.07802354874525651	0.2833316920631432	0.536764059838216	0.45432790983695276
POU2F1.hg38.10000	-0.1584685408099308	0.0285563940673256	0.05980978090767639	0.056260297275182766	-0.24649809534572287	0.0005870975867461318	0.003272808439443611	0.01208812134679324	0.17192495593637577	0.017397927380571318	0.07716492497029867	0.45680524494924857
POU2F2.hg38.10000	0.0999174796955839	0.16904882777128127	0.2325963798166899	0.057520578512661395	0.10606301886843314	0.1442020709536098	0.20670791159509846	0.01836555795236546	-0.2710162828084872	0.00014934817994349825	0.001173005496639559	0.6878360765930835
POU3F2.hg38.10000	-0.17723456080540742	0.01417485215291985	0.034093391923235586	0.12969982520605772	-0.0833537692030247	0.25162707589097844	0.32048448517195566	0.02330821735494691	-0.02461511008986009	0.7353588745280061	0.8582981290930598	0.4740113872428451
